year,season_id,date,home_team,home_team_id,home_team_score,home_team_conference,home_team_conference_id,home_team_slug,home_team_division,away_team,away_team_id,away_team_score,away_team_conference,away_team_conference_id,away_team_slug,away_team_division,neutral_site,innings,slug,game_info_url
2023,16340,02/12/2023,Stevens,679,14,MAC Freedom,28745,/team/679/16340,3,CCNY,480,2,CUNYAC,834,/team/480/16340,3,,,/contests/2390142/box_score,https://stats.ncaa.org/contests/2390142/box_score
2023,16340,02/12/2023,Stevens,679,13,MAC Freedom,28745,/team/679/16340,3,CCNY,480,2,CUNYAC,834,/team/480/16340,3,,,/contests/2407994/box_score,https://stats.ncaa.org/contests/2407994/box_score
2023,16340,02/18/2023,Wm. Paterson,787,1,NJAC,891,/team/787/16340,3,Stevens,679,5,MAC Freedom,28745,/team/679/16340,3,,,/contests/2390614/box_score,https://stats.ncaa.org/contests/2390614/box_score
2023,16340,02/18/2023,Wm. Paterson,787,13,NJAC,891,/team/787/16340,3,Stevens,679,10,MAC Freedom,28745,/team/679/16340,3,,,/contests/2408939/box_score,https://stats.ncaa.org/contests/2408939/box_score
2023,16340,02/19/2023,Stevens,679,6,MAC Freedom,28745,/team/679/16340,3,Wm. Paterson,787,13,NJAC,891,/team/787/16340,3,,,/contests/2390920/box_score,https://stats.ncaa.org/contests/2390920/box_score
2023,16340,02/24/2023,Rutgers-Newark,589,3,NJAC,891,/team/589/16340,3,Stevens,679,5,MAC Freedom,28745,/team/679/16340,3,,,/contests/2391462/box_score,https://stats.ncaa.org/contests/2391462/box_score
2023,16340,03/03/2023,Stevens,679,2,MAC Freedom,28745,/team/679/16340,3,Montclair St.,442,5,NJAC,891,/team/442/16340,3,,,/contests/2392787/box_score,https://stats.ncaa.org/contests/2392787/box_score
2023,16340,03/04/2023,Stevens,679,18,MAC Freedom,28745,/team/679/16340,3,Lehman,279,5,CUNYAC,834,/team/279/16340,3,,,/contests/2393074/box_score,https://stats.ncaa.org/contests/2393074/box_score
2023,16340,03/04/2023,Stevens,679,15,MAC Freedom,28745,/team/679/16340,3,Lehman,279,4,CUNYAC,834,/team/279/16340,3,,,/contests/2408363/box_score,https://stats.ncaa.org/contests/2408363/box_score
2023,16340,03/11/2023,Arcadia ,966,,MAC Freedom,28745,/team/966/16340,3,Stevens,679,,MAC Freedom,28745,/team/679/16340,3,"Port Charlotte, FL",,,
